date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2017-10-22,United States,South Korea,6,0,Friendly,Cary,United States,False
2017-10-22,Finland,Serbia,1,0,FIFA World Cup qualification,Helsinki,Finland,False
2017-10-23,Israel,Spain,0,6,FIFA World Cup qualification,Ramat Gan,Israel,False
2017-10-24,Russia,Wales,0,0,FIFA World Cup qualification,Saint Petersburg,Russia,False
2017-10-24,Scotland,Albania,5,0,FIFA World Cup qualification,Paisley,Scotland,False
2017-10-24,Slovakia,Republic of Ireland,0,2,FIFA World Cup qualification,Senec,Slovakia,False
2017-10-24,Netherlands,Norway,1,0,FIFA World Cup qualification,Groningen,Netherlands,False
2017-10-24,Croatia,Denmark,0,4,FIFA World Cup qualification,Zaprešić,Croatia,False
2017-10-24,Sweden,Hungary,5,0,FIFA World Cup qualification,Borås,Sweden,False
2017-10-24,Germany,Faroe Islands,11,0,FIFA World Cup qualification,Aspach,Germany,False
2017-10-24,Czech Republic,Iceland,1,1,FIFA World Cup qualification,Znojmo,Czech Republic,False
2017-10-24,Italy,Romania,3,0,FIFA World Cup qualification,Castel di Sangro,Italy,False
2017-10-24,Portugal,Belgium,0,1,FIFA World Cup qualification,Penafiel,Portugal,False
2017-11-10,Canada,United States,1,1,Friendly,Vancouver,Canada,False
2017-11-13,United States,Canada,3,1,Friendly,San Jose,United States,False
2017-11-23,Austria,Israel,2,0,FIFA World Cup qualification,Maria Enzersdorf,Austria,False
2017-11-24,Wales,Kazakhstan,1,0,FIFA World Cup qualification,Cardiff,Wales,False
2017-11-24,England,Bosnia and Herzegovina,4,0,FIFA World Cup qualification,Walsall,England,False
2017-11-24,Albania,Poland,1,4,FIFA World Cup qualification,Shkodër,Albania,False
2017-11-24,Switzerland,Belarus,3,0,FIFA World Cup qualification,Schaffhausen,Switzerland,False
2017-11-24,Slovakia,Netherlands,0,5,FIFA World Cup qualification,Senec,Slovakia,False
2017-11-24,Hungary,Ukraine,0,1,FIFA World Cup qualification,Balmazújváros,Hungary,False
2017-11-24,Slovenia,Faroe Islands,5,0,FIFA World Cup qualification,Ajdovščina,Slovenia,False
2017-11-24,Portugal,Moldova,8,0,FIFA World Cup qualification,Setúbal,Portugal,False
2017-11-24,Serbia,Spain,1,2,FIFA World Cup qualification,Belgrade,Serbia,False
2017-11-26,Finland,Israel,4,0,FIFA World Cup qualification,Helsinki,Finland,False
2017-11-28,Bosnia and Herzegovina,Wales,0,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
2017-11-28,England,Kazakhstan,5,0,FIFA World Cup qualification,Colchester,England,False
2017-11-28,Switzerland,Albania,5,1,FIFA World Cup qualification,Biel/Bienne,Switzerland,False
2017-11-28,Slovakia,Northern Ireland,1,3,FIFA World Cup qualification,Žilina,Slovakia,False
2017-11-28,Netherlands,Republic of Ireland,0,0,FIFA World Cup qualification,Nijmegen,Netherlands,False
2017-11-28,Romania,Moldova,3,1,FIFA World Cup qualification,Mogoșoaia,Romania,False
2017-11-28,Portugal,Italy,0,1,FIFA World Cup qualification,Estoril,Portugal,False
2017-11-28,Spain,Austria,4,0,FIFA World Cup qualification,Palma,Spain,False
2018-01-19,Colombia,Thailand,1,1,Four Nations Tournament,Foshan,China PR,True
2018-01-19,China PR,Vietnam,4,0,Four Nations Tournament,Foshan,China PR,False
2018-01-21,China PR,Thailand,2,1,Four Nations Tournament,Foshan,China PR,False
2018-01-21,Vietnam,Colombia,0,2,Four Nations Tournament,Foshan,China PR,True
2018-01-22,United States,Denmark,5,1,Friendly,San Diego,United States,False
2018-01-22,Israel,Finland,0,0,FIFA World Cup qualification,Ramat Gan,Israel,False
2018-01-23,Thailand,Vietnam,2,0,Four Nations Tournament,Foshan,China PR,True
2018-01-23,China PR,Colombia,2,0,Four Nations Tournament,Foshan,China PR,False
2018-02-28,Portugal,China PR,2,1,Algarve Cup,Lagos,Portugal,False
2018-02-28,Australia,Norway,4,3,Algarve Cup,Albufeira,Portugal,True
2018-02-28,South Korea,Russia,3,1,Algarve Cup,Albufeira,Portugal,True
2018-02-28,Canada,Sweden,1,3,Algarve Cup,Parchal,Portugal,True
2018-02-28,Japan,Netherlands,2,6,Algarve Cup,Parchal,Portugal,True
2018-02-28,Denmark,Iceland,0,0,Algarve Cup,Lagos,Portugal,True
2018-02-28,Finland,Wales,0,1,Cyprus Cup,Larnaca,Cyprus,True
2018-02-28,Italy,Switzerland,3,0,Cyprus Cup,Larnaca,Cyprus,True
2018-02-28,Belgium,Czech Republic,1,2,Cyprus Cup,Larnaca,Cyprus,True
2018-02-28,Austria,Spain,0,2,Cyprus Cup,Larnaca,Cyprus,True
2018-02-28,Slovakia,South Africa,0,0,Cyprus Cup,Paralimni,Cyprus,True
2018-02-28,Hungary,North Korea,0,2,Cyprus Cup,Paralimni,Cyprus,True
2018-03-01,England,France,4,1,SheBelieves Cup,Columbus,United States,True
2018-03-01,United States,Germany,1,0,SheBelieves Cup,Columbus,United States,False
2018-03-02,Portugal,Australia,0,0,Algarve Cup,Estádio Algarve,Portugal,False
2018-03-02,China PR,Norway,0,2,Algarve Cup,Vila Real de Santo António,Portugal,True
2018-03-02,Russia,Canada,0,1,Algarve Cup,Estádio Algarve,Portugal,True
2018-03-02,Sweden,South Korea,1,1,Algarve Cup,Parchal,Portugal,True
2018-03-02,Japan,Iceland,2,1,Algarve Cup,Parchal,Portugal,True
2018-03-02,Denmark,Netherlands,2,3,Algarve Cup,Vila Real de Santo António,Portugal,True
2018-03-02,Wales,Italy,0,3,Cyprus Cup,Larnaca,Cyprus,True
2018-03-02,Switzerland,Finland,4,0,Cyprus Cup,Larnaca,Cyprus,True
2018-03-02,Czech Republic,Austria,0,2,Cyprus Cup,Larnaca,Cyprus,True
2018-03-02,Spain,Belgium,0,0,Cyprus Cup,Larnaca,Cyprus,True
2018-03-02,North Korea,Slovakia,1,0,Cyprus Cup,Paralimni,Cyprus,True
2018-03-02,South Africa,Hungary,1,0,Cyprus Cup,Paralimni,Cyprus,True
2018-03-04,United States,France,1,1,SheBelieves Cup,Harrison,United States,False
2018-03-04,Germany,England,2,2,SheBelieves Cup,Harrison,United States,True
2018-03-05,Portugal,Norway,2,0,Algarve Cup,Estádio Algarve,Portugal,False
2018-03-05,Australia,China PR,2,0,Algarve Cup,Albufeira,Portugal,True
2018-03-05,Sweden,Russia,3,0,Algarve Cup,Parchal,Portugal,True
2018-03-05,South Korea,Canada,0,3,Algarve Cup,Lagos,Portugal,True
2018-03-05,Japan,Denmark,2,0,Algarve Cup,Estádio Algarve,Portugal,True
2018-03-05,Iceland,Netherlands,0,0,Algarve Cup,Albufeira,Portugal,True
2018-03-05,Finland,Italy,2,2,Cyprus Cup,Larnaca,Cyprus,True
2018-03-05,Switzerland,Wales,0,0,Cyprus Cup,Larnaca,Cyprus,True
2018-03-05,Belgium,Austria,2,0,Cyprus Cup,Larnaca,Cyprus,True
2018-03-05,Spain,Czech Republic,2,0,Cyprus Cup,Larnaca,Cyprus,True
2018-03-05,South Africa,North Korea,0,0,Cyprus Cup,Paralimni,Cyprus,True
2018-03-05,Hungary,Slovakia,1,1,Cyprus Cup,Paralimni,Cyprus,True
2018-03-07,China PR,Russia,2,1,Algarve Cup,Vila Real de Santo António,Portugal,True
2018-03-07,Iceland,Denmark,1,1,Algarve Cup,Vila Real de Santo António,Portugal,True
2018-03-07,South Korea,Norway,3,2,Algarve Cup,Albufeira,Portugal,True
2018-03-07,Canada,Japan,2,0,Algarve Cup,Parchal,Portugal,True
2018-03-07,Portugal,Australia,2,1,Algarve Cup,Albufeira,Portugal,False
2018-03-07,France,Germany,3,0,SheBelieves Cup,Orlando,United States,True
2018-03-07,United States,England,1,0,SheBelieves Cup,Orlando,United States,False
2018-03-07,Hungary,Finland,0,2,Cyprus Cup,Paralimni,Cyprus,True
2018-03-07,Slovakia,Czech Republic,2,5,Cyprus Cup,Larnaca,Cyprus,True
2018-03-07,Wales,Austria,1,1,Cyprus Cup,Larnaca,Cyprus,True
2018-03-07,South Africa,Belgium,1,2,Cyprus Cup,Larnaca,Cyprus,True
2018-03-07,North Korea,Switzerland,2,1,Cyprus Cup,Paralimni,Cyprus,True
2018-03-07,Italy,Spain,0,2,Cyprus Cup,Larnaca,Cyprus,True
2018-04-04,Colombia,Uruguay,7,0,Copa América,La Serena,Chile,True
2018-04-04,Chile,Paraguay,1,1,Copa América,La Serena,Chile,False
2018-04-04,Senegal,Algeria,2,1,African Championship qualification,Dakar,Senegal,False
2018-04-04,Libya,Ethiopia,0,8,African Championship qualification,Cairo,Egypt,True
2018-04-04,Congo,Central African Republic,2,0,African Championship qualification,Brazzaville,Congo,False
2018-04-04,Kenya,Uganda,1,0,African Championship qualification,Machakos,Kenya,False
2018-04-04,Tanzania,Zambia,3,3,African Championship qualification,Dar es Salaam,Tanzania,False
2018-04-08,Central African Republic,Congo,1,1,African Championship qualification,Bangui,Central African Republic,False
2018-04-05,Ecuador,Venezuela,0,1,Copa América,Coquimbo,Chile,True
2018-04-05,Brazil,Argentina,3,1,Copa América,Coquimbo,Chile,True
2018-04-05,Bosnia and Herzegovina,Russia,1,6,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
2018-04-05,Switzerland,Scotland,1,0,FIFA World Cup qualification,Schaffhausen,Switzerland,False
2018-04-05,Croatia,Ukraine,0,3,FIFA World Cup qualification,Zadar,Croatia,False
2018-04-05,Hungary,Sweden,1,4,FIFA World Cup qualification,Szombathely,Hungary,False
2018-04-05,Austria,Serbia,1,1,FIFA World Cup qualification,Maria Enzersdorf,Austria,False
2018-04-05,Namibia,Zimbabwe,0,2,African Championship qualification,Windhoek,Namibia,False
2018-04-06,United States,Mexico,4,1,Friendly,Jacksonville,United States,False
2018-04-06,Paraguay,Peru,3,0,Copa América,La Serena,Chile,True
2018-04-06,Chile,Colombia,1,1,Copa América,La Serena,Chile,False
2018-04-06,England,Wales,0,0,FIFA World Cup qualification,Southampton,England,False
2018-04-06,Poland,Albania,1,1,FIFA World Cup qualification,Włocławek,Poland,False
2018-04-06,Republic of Ireland,Slovakia,2,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False
2018-04-06,Netherlands,Northern Ireland,7,0,FIFA World Cup qualification,Eindhoven,Netherlands,False
2018-04-06,Slovenia,Iceland,0,2,FIFA World Cup qualification,Lendava,Slovenia,False
2018-04-06,Moldova,Italy,1,3,FIFA World Cup qualification,Vadul lui Vodă,Moldova,False
2018-04-06,Belgium,Portugal,1,1,FIFA World Cup qualification,Leuven,Belgium,False
2018-04-06,Finland,Spain,0,2,FIFA World Cup qualification,Helsinki,Finland,False
2018-04-06,Morocco,Ivory Coast,1,1,African Championship qualification,Rabat,Morocco,False
2018-04-06,Lesotho,Eswatini,1,0,African Championship qualification,Maseru,Lesotho,False
2018-06-06,Algeria,Ethiopia,3,1,African Championship qualification,Algiers,Algeria,False
2018-06-06,Ivory Coast,Mali,2,2,African Championship qualification,Abidjan,Ivory Coast,False
2018-06-06,Gambia,Nigeria,0,1,African Championship qualification,Bakau,Gambia,False
2018-06-06,Congo,Cameroon,0,5,African Championship qualification,Brazzaville,Congo,False
2018-06-06,Kenya,Equatorial Guinea,2,1,African Championship qualification,Machakos,Kenya,False
2018-06-06,Lesotho,South Africa,0,1,African Championship qualification,Maseru,Lesotho,False
2018-06-06,Zambia,Zimbabwe,0,1,African Championship qualification,Lusaka,Zambia,False
2018-04-06,China PR,Thailand,4,0,AFC Asian Cup,Amman,Jordan,True
2018-04-06,Jordan,Philippines,1,2,AFC Asian Cup,Amman,Jordan,False
2018-04-07,Argentina,Bolivia,3,0,Copa América,Coquimbo,Chile,True
2018-04-07,Brazil,Ecuador,8,0,Copa América,Coquimbo,Chile,True
2018-04-07,Germany,Czech Republic,4,0,FIFA World Cup qualification,Halle,Germany,False
2018-05-07,Burkina Faso,Gambia,2,1,African Championship qualification,Ouagadougou,Burkina Faso,False
2018-05-07,Dominican Republic,Puerto Rico,0,0,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,False
2018-04-07,Japan,Vietnam,4,0,AFC Asian Cup,Amman,Jordan,True
2018-04-07,Australia,South Korea,0,0,AFC Asian Cup,Amman,Jordan,True
2018-04-08,United States,Mexico,6,2,Friendly,Houston,United States,False
2018-04-08,Uruguay,Peru,1,1,Copa América,La Serena,Chile,True
2018-04-08,Colombia,Paraguay,5,1,Copa América,La Serena,Chile,True
2018-04-08,Uganda,Kenya,0,0,African Championship qualification,Kampala,Uganda,False
2018-04-08,Zambia,Tanzania,1,1,African Championship qualification,Lusaka,Zambia,False
2018-04-08,Zimbabwe,Namibia,2,0,African Championship qualification,Harare,Zimbabwe,False
2018-04-09,Venezuela,Bolivia,8,0,Copa América,Coquimbo,Chile,True
2018-04-09,Ecuador,Argentina,3,6,Copa América,Coquimbo,Chile,True
2018-04-09,Kazakhstan,Russia,0,3,FIFA World Cup qualification,Astana,Kazakhstan,False
2018-04-09,Croatia,Hungary,1,3,FIFA World Cup qualification,Zadar,Croatia,False
2018-04-09,Denmark,Ukraine,1,0,FIFA World Cup qualification,Viborg,Denmark,False
2018-06-09,Cameroon,Congo,5,0,African Championship qualification,Yaoundé,Cameroon,False
2018-04-09,Equatorial Guinea,Kenya,2,0,African Championship qualification,Malabo,Equatorial Guinea,False
2018-04-09,Philippines,China PR,0,3,AFC Asian Cup,Amman,Jordan,True
2018-04-09,Jordan,Thailand,1,6,AFC Asian Cup,Amman,Jordan,False
2018-04-10,Colombia,Peru,3,0,Copa América,La Serena,Chile,True
2018-04-10,Chile,Uruguay,1,0,Copa América,La Serena,Chile,False
2018-04-10,Bosnia and Herzegovina,England,0,2,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
2018-04-10,Albania,Belarus,1,0,FIFA World Cup qualification,Elbasan,Albania,False
2018-04-10,Scotland,Poland,3,0,FIFA World Cup qualification,Paisley,Scotland,False
2018-04-10,Republic of Ireland,Netherlands,0,2,FIFA World Cup qualification,Dublin,Republic of Ireland,False
2018-04-10,Northern Ireland,Norway,0,3,FIFA World Cup qualification,Portadown,Northern Ireland,False
2018-04-10,Slovenia,Germany,0,4,FIFA World Cup qualification,Domžale,Slovenia,False
2018-04-10,Faroe Islands,Iceland,0,5,FIFA World Cup qualification,Tórshavn,Faroe Islands,False
2018-04-10,Italy,Belgium,2,1,FIFA World Cup qualification,Ferrara,Italy,False
2018-04-10,Moldova,Romania,0,0,FIFA World Cup qualification,Chișinău,Moldova,False
2018-04-10,Israel,Serbia,0,1,FIFA World Cup qualification,Ramat Gan,Israel,False
2018-04-10,Austria,Spain,0,1,FIFA World Cup qualification,Maria Enzersdorf,Austria,False
2018-04-10,Algeria,Senegal,2,0,African Championship qualification,Algiers,Algeria,False
2018-04-10,Ethiopia,Libya,7,0,African Championship qualification,Addis Ababa,Ethiopia,False
2018-04-10,Ivory Coast,Morocco,0,0,African Championship qualification,Abidjan,Ivory Coast,False
2018-04-10,Gambia,Burkina Faso,2,1,African Championship qualification,Bakau,Gambia,False
2018-04-10,Eswatini,Lesotho,1,2,African Championship qualification,Lobamba,Eswatini,False
2018-06-10,Ethiopia,Algeria,2,3,African Championship qualification,Addis Ababa,Ethiopia,False
2018-06-10,Mali,Ivory Coast,0,0,African Championship qualification,Bamako,Mali,False
2018-06-10,South Africa,Lesotho,6,0,African Championship qualification,Bloemfontein,South Africa,False
2018-06-10,Zimbabwe,Zambia,1,2,African Championship qualification,Harare,Zimbabwe,False
2018-04-10,South Korea,Japan,0,0,AFC Asian Cup,Amman,Jordan,True
2018-04-10,Vietnam,Australia,0,8,AFC Asian Cup,Amman,Jordan,True
2018-04-11,Ecuador,Bolivia,0,1,Copa América,Coquimbo,Chile,True
2018-04-11,Brazil,Venezuela,4,0,Copa América,Coquimbo,Chile,True
2018-04-12,Paraguay,Uruguay,2,1,Copa América,La Serena,Chile,True
2018-04-12,Chile,Peru,5,0,Copa América,La Serena,Chile,False
2018-04-12,Jordan,China PR,1,8,AFC Asian Cup,Amman,Jordan,False
2018-04-12,Thailand,Philippines,3,1,AFC Asian Cup,Amman,Jordan,True
2018-04-13,Argentina,Venezuela,2,0,Copa América,Coquimbo,Chile,True
2018-04-13,Bolivia,Brazil,0,7,Copa América,Coquimbo,Chile,True
2018-04-13,Japan,Australia,1,1,AFC Asian Cup,Amman,Jordan,True
2018-04-13,South Korea,Vietnam,4,0,AFC Asian Cup,Amman,Jordan,True
2018-04-16,Colombia,Argentina,1,3,Copa América,La Serena,Chile,True
2018-04-16,Chile,Brazil,1,3,Copa América,La Serena,Chile,False
2018-04-16,Philippines,South Korea,0,5,AFC Asian Cup,Amman,Jordan,True
2018-04-17,Australia,Thailand,2,2,AFC Asian Cup,Amman,Jordan,True
2018-04-17,China PR,Japan,1,3,AFC Asian Cup,Amman,Jordan,True
2018-04-19,Brazil,Argentina,3,0,Copa América,La Serena,Chile,True
2018-04-19,Chile,Colombia,0,0,Copa América,La Serena,Chile,False
2018-04-20,China PR,Thailand,3,1,AFC Asian Cup,Amman,Jordan,True
2018-04-20,Japan,Australia,1,0,AFC Asian Cup,Amman,Jordan,True
2018-04-22,Chile,Argentina,4,0,Copa América,La Serena,Chile,False
2018-04-22,Brazil,Colombia,3,0,Copa América,La Serena,Chile,True
2018-05-07,Cuba,Aruba,11,0,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,True
2018-05-09,Anguilla,Aruba,1,2,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,True
2018-05-09,Cuba,Puerto Rico,2,2,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,True
2018-05-09,Jamaica,Guadeloupe,13,0,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,True
2018-05-09,Haiti,Martinique,2,0,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,False
2018-05-11,Aruba,Puerto Rico,0,5,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,True
2018-05-11,Dominican Republic,Anguilla,3,0,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,False
2018-05-11,Martinique,Jamaica,0,3,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,True
2018-05-11,Haiti,Guadeloupe,11,0,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,False
2018-05-13,Anguilla,Cuba,0,4,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,True
2018-05-13,Dominican Republic,Aruba,3,0,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,False
2018-05-13,Guadeloupe,Martinique,0,3,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,True
2018-05-13,Haiti,Jamaica,2,2,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,False
2018-05-19,Dominica,Saint Kitts and Nevis,1,2,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,True
2018-05-19,Trinidad and Tobago,U.S. Virgin Islands,10,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,False
2018-05-21,U.S. Virgin Islands,Grenada,3,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,True
2018-05-21,Trinidad and Tobago,Dominica,3,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,False
2018-05-23,Saint Kitts and Nevis,Grenada,10,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,True
2018-05-23,U.S. Virgin Islands,Dominica,0,3,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,True
2018-05-23,Saint Lucia,Curaçao,2,1,CONCACAF Gold Cup qualification,St. John's,Antigua and Barbuda,True
2018-05-23,Antigua and Barbuda,Saint Vincent and the Grenadines,1,0,CONCACAF Gold Cup qualification,St. John's,Antigua and Barbuda,False
2018-05-23,Barbados,Suriname,2,1,CONCACAF Gold Cup qualification,Leonora,Guyana,True
2018-05-23,Guyana,Bermuda,2,2,CONCACAF Gold Cup qualification,Leonora,Guyana,False
2018-05-25,Grenada,Dominica,1,1,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,True
2018-05-25,Trinidad and Tobago,Saint Kitts and Nevis,1,1,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,False
2018-05-25,Saint Vincent and the Grenadines,Saint Lucia,1,2,CONCACAF Gold Cup qualification,St. John's,Antigua and Barbuda,True
2018-05-25,Antigua and Barbuda,Curaçao,3,0,CONCACAF Gold Cup qualification,St. John's,Antigua and Barbuda,False
2018-05-25,Bermuda,Barbados,3,2,CONCACAF Gold Cup qualification,Leonora,Guyana,True
2018-05-25,Guyana,Suriname,6,1,CONCACAF Gold Cup qualification,Leonora,Guyana,False
2018-05-27,Saint Kitts and Nevis,U.S. Virgin Islands,7,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,True
2018-05-27,Trinidad and Tobago,Grenada,13,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,False
2018-05-27,Curaçao,Saint Vincent and the Grenadines,1,0,CONCACAF Gold Cup qualification,St. John's,Antigua and Barbuda,True
2018-05-27,Antigua and Barbuda,Saint Lucia,1,0,CONCACAF Gold Cup qualification,St. John's,Antigua and Barbuda,False
2018-05-27,Suriname,Bermuda,0,1,CONCACAF Gold Cup qualification,Leonora,Guyana,True
2018-05-27,Guyana,Barbados,0,0,CONCACAF Gold Cup qualification,Leonora,Guyana,False
2018-06-11,Nigeria,Gambia,6,0,African Championship qualification,Lagos,Nigeria,False
2018-06-07,Wales,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,Swansea,Wales,False
2018-06-07,Scotland,Belarus,2,1,FIFA World Cup qualification,Falkirk,Scotland,False
2018-06-07,Sweden,Croatia,4,0,FIFA World Cup qualification,Gothenburg,Sweden,False
2018-06-07,Faroe Islands,Slovenia,0,4,FIFA World Cup qualification,Tórshavn,Faroe Islands,False
2018-06-07,Spain,Israel,2,0,FIFA World Cup qualification,Murcia,Spain,False
2018-06-08,United States,China PR,1,0,Friendly,Sandy,United States,False
2018-06-08,Russia,England,1,3,FIFA World Cup qualification,Moscow,Russia,False
2018-06-08,Republic of Ireland,Norway,0,2,FIFA World Cup qualification,Dublin,Republic of Ireland,False
2018-06-08,Northern Ireland,Netherlands,0,5,FIFA World Cup qualification,Portadown,Northern Ireland,False
2018-06-08,Ukraine,Denmark,1,5,FIFA World Cup qualification,Lviv,Ukraine,False
2018-06-08,Italy,Portugal,3,0,FIFA World Cup qualification,Florence,Italy,False
2018-06-08,Finland,Austria,0,2,FIFA World Cup qualification,Helsinki,Finland,False
2018-06-10,Moldova,Belgium,0,7,FIFA World Cup qualification,Chișinău,Moldova,False
2018-06-11,Iceland,Slovenia,2,0,FIFA World Cup qualification,Reykjavík,Iceland,False
2018-06-12,Bosnia and Herzegovina,Kazakhstan,0,2,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
2018-06-12,Wales,Russia,3,0,FIFA World Cup qualification,Newport,Wales,False
2018-06-12,Poland,Scotland,2,3,FIFA World Cup qualification,Kielce,Poland,False
2018-06-12,Belarus,Switzerland,0,5,FIFA World Cup qualification,Minsk,Belarus,False
2018-06-12,Norway,Republic of Ireland,1,0,FIFA World Cup qualification,Stavanger,Norway,False
2018-06-12,Netherlands,Slovakia,1,0,FIFA World Cup qualification,Heerenveen,Netherlands,False
2018-06-12,Denmark,Hungary,5,1,FIFA World Cup qualification,Viborg,Denmark,False
2018-06-12,Ukraine,Sweden,1,0,FIFA World Cup qualification,Lviv,Ukraine,False
2018-06-12,Czech Republic,Faroe Islands,4,1,FIFA World Cup qualification,Chomutov,Czech Republic,False
2018-06-12,Romania,Portugal,1,1,FIFA World Cup qualification,Botoșani,Romania,False
2018-06-12,Serbia,Finland,0,2,FIFA World Cup qualification,Zemun,Serbia,False
2018-06-12,Israel,Austria,0,6,FIFA World Cup qualification,Ramat Gan,Israel,False
2018-06-13,United States,China PR,2,1,Friendly,Cleveland,United States,False
2018-07-26,Brazil,Australia,1,3,Tournament of Nations,Kansas City,United States,True
2018-07-26,United States,Japan,4,2,Tournament of Nations,Kansas City,United States,False
2018-07-29,Japan,Brazil,1,2,Tournament of Nations,East Hartford,United States,True
2018-07-29,United States,Australia,1,1,Tournament of Nations,East Hartford,United States,False
2018-08-02,Australia,Japan,2,0,Tournament of Nations,Bridgeview,United States,True
2018-08-02,United States,Brazil,4,1,Tournament of Nations,Bridgeview,United States,False
2018-08-24,American Samoa,Solomon Islands,0,2,OFC Nations Cup qualification,Lautoka,Fiji,True
2018-08-24,Fiji,Vanuatu,5,1,OFC Nations Cup qualification,Lautoka,Fiji,False
2018-08-25,Cuba,Trinidad and Tobago,2,3,CONCACAF Gold Cup qualification,Kingston,Jamaica,True
2018-08-25,Jamaica,Antigua and Barbuda,9,0,CONCACAF Gold Cup qualification,Kingston,Jamaica,False
2018-08-27,Vanuatu,American Samoa,1,0,OFC Nations Cup qualification,Lautoka,Fiji,True
2018-08-27,Fiji,Solomon Islands,0,0,OFC Nations Cup qualification,Lautoka,Fiji,False
2018-08-27,Panama,Nicaragua,4,0,CONCACAF Gold Cup qualification,Bradenton,United States,True
2018-08-27,Costa Rica,El Salvador,11,0,CONCACAF Gold Cup qualification,Bradenton,United States,True
2018-08-27,Antigua and Barbuda,Cuba,0,7,CONCACAF Gold Cup qualification,Kingston,Jamaica,True
2018-08-27,Jamaica,Bermuda,4,0,CONCACAF Gold Cup qualification,Kingston,Jamaica,False
2018-08-29,Costa Rica,Nicaragua,4,1,CONCACAF Gold Cup qualification,Bradenton,United States,True
2018-08-29,El Salvador,Panama,2,6,CONCACAF Gold Cup qualification,Bradenton,United States,True
2018-08-29,Trinidad and Tobago,Antigua and Barbuda,5,0,CONCACAF Gold Cup qualification,Kingston,Jamaica,True
2018-08-29,Cuba,Bermuda,2,0,CONCACAF Gold Cup qualification,Kingston,Jamaica,True
2018-08-30,Solomon Islands,Vanuatu,0,1,OFC Nations Cup qualification,Lautoka,Fiji,True
2018-08-30,Fiji,American Samoa,2,0,OFC Nations Cup qualification,Lautoka,Fiji,False
2018-08-30,Russia,Kazakhstan,3,0,FIFA World Cup qualification,Moscow,Russia,False
2018-08-30,Scotland,Switzerland,2,1,FIFA World Cup qualification,Paisley,Scotland,False
2018-08-30,Sweden,Ukraine,3,0,FIFA World Cup qualification,Gothenburg,Sweden,False
2018-08-30,Denmark,Croatia,1,1,FIFA World Cup qualification,Viborg,Denmark,False
2018-08-30,Moldova,Portugal,0,7,FIFA World Cup qualification,Chișinău,Moldova,False
2018-08-31,El Salvador,Nicaragua,2,2,CONCACAF Gold Cup qualification,Bradenton,United States,True
2018-08-31,Costa Rica,Panama,3,1,CONCACAF Gold Cup qualification,Bradenton,United States,True
2018-08-31,Antigua and Barbuda,Bermuda,0,5,CONCACAF Gold Cup qualification,Kingston,Jamaica,True
2018-08-31,Jamaica,Trinidad and Tobago,4,1,CONCACAF Gold Cup qualification,Kingston,Jamaica,False
2018-08-31,Wales,England,0,3,FIFA World Cup qualification,Newport,Wales,False
2018-08-31,Belarus,Poland,1,4,FIFA World Cup qualification,Minsk,Belarus,False
2018-08-31,Republic of Ireland,Northern Ireland,4,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
2018-08-31,Slovakia,Norway,0,4,FIFA World Cup qualification,Senec,Slovakia,False
2018-08-31,Czech Republic,Slovenia,2,0,FIFA World Cup qualification,Jablonec nad Nisou,Czech Republic,False
2018-08-31,Romania,Belgium,0,1,FIFA World Cup qualification,Botoșani,Romania,False
2018-08-31,Spain,Finland,5,1,FIFA World Cup qualification,Santander,Spain,False
2018-09-01,United States,Chile,3,0,Friendly,Carson,United States,False
2018-09-01,Iceland,Germany,0,2,FIFA World Cup qualification,Reykjavík,Iceland,False
