date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1969-11-01,Italy,France,1,0,Euro,Novara,Italy,False
1969-11-01,Denmark,England,4,3,Euro,Aosta,Italy,True
1969-11-02,England,France,2,0,Euro,Turin,Italy,True
1969-11-02,Italy,Denmark,3,1,Euro,Turin,Italy,False
1975-08-25,Thailand,Australia,3,2,AFC Championship,Hong Kong,Hong Kong,True
1975-08-25,Hong Kong,New Zealand,0,2,AFC Championship,Hong Kong,Hong Kong,False
1975-08-27,Thailand,Singapore,3,0,AFC Championship,Hong Kong,Hong Kong,True
1975-08-27,New Zealand,Malaysia,3,0,AFC Championship,Hong Kong,Hong Kong,True
1975-08-29,Australia,Singapore,3,0,AFC Championship,Hong Kong,Hong Kong,True
1975-08-29,Hong Kong,Malaysia,0,2,AFC Championship,Hong Kong,Hong Kong,False
1975-08-31,New Zealand,Australia,3,2,AFC Championship,Hong Kong,Hong Kong,True
1975-08-31,Thailand,Malaysia,3,0,AFC Championship,Hong Kong,Hong Kong,True
1975-09-02,Australia,Malaysia,5,0,AFC Championship,Hong Kong,Hong Kong,True
1975-09-02,New Zealand,Thailand,3,1,AFC Championship,Hong Kong,Hong Kong,True
1977-08-02,Taiwan,Indonesia,5,0,AFC Championship,Taipei,Taiwan,False
1977-08-03,Thailand,Singapore,2,0,AFC Championship,Taipei,Taiwan,True
1977-08-05,Indonesia,Japan,1,0,AFC Championship,Taipei,Taiwan,True
1977-08-05,Thailand,Hong Kong,5,0,AFC Championship,Taipei,Taiwan,True
1977-08-07,Taiwan,Japan,7,0,AFC Championship,Taipei,Taiwan,False
1977-08-07,Singapore,Hong Kong,1,0,AFC Championship,Taipei,Taiwan,True
1977-08-09,Taiwan,Singapore,3,0,AFC Championship,Taipei,Taiwan,False
1977-08-09,Thailand,Indonesia,2,1,AFC Championship,Taipei,Taiwan,True
1977-08-11,Singapore,Indonesia,2,0,AFC Championship,Taipei,Taiwan,True
1977-08-11,Taiwan,Thailand,1,0,AFC Championship,Taipei,Taiwan,False
1979-07-18,Italy,Northern Ireland,4,0,Euro,Naples,Italy,False
1979-07-18,Denmark,France,3,1,Euro,Naples,Italy,True
1979-07-19,England,Finland,3,1,Euro,Sorrento,Italy,True
1979-07-19,Sweden,Wales,3,0,Euro,Rimini,Italy,True
1979-07-20,Northern Ireland,Norway,1,4,Euro,Naples,Italy,True
1979-07-20,France,Scotland,0,0,Euro,Rimini,Italy,True
1979-07-21,Switzerland,Finland,1,1,Euro,Scafati,Italy,True
1979-07-21,Wales,Netherlands,0,2,Euro,Rimini,Italy,True
1979-07-22,Italy,Norway,2,1,Euro,Benevento,Italy,False
1979-07-22,Denmark,Scotland,2,0,Euro,Riccione,Italy,True
1979-07-23,England,Switzerland,2,0,Euro,Sorrento,Italy,True
1979-07-23,Sweden,Netherlands,1,1,Euro,Rimini,Italy,True
1979-07-25,Italy,England,3,1,Euro,Naples,Italy,False
1979-07-25,Denmark,Sweden,1,0,Euro,Rimini,Italy,True
1979-07-27,Sweden,England,0,0,Euro,Naples,Italy,True
1979-07-28,Italy,Denmark,0,2,Euro,Naples,Italy,False
1980-01-11,India S,Western Australia,2,0,AFC Championship,Calicut,India,False
1980-01-12,India N,Taiwan,0,5,AFC Championship,Calicut,India,False
1980-01-12,India S,Hong Kong,2,0,AFC Championship,Calicut,India,False
1980-01-13,Taiwan,Malaysia,2,0,AFC Championship,Calicut,India,True
1980-01-13,India N,Western Australia,0,3,AFC Championship,Calicut,India,False
1980-01-14,Western Australia,Malaysia,1,0,AFC Championship,Calicut,India,True
1980-01-14,India N,Hong Kong,1,0,AFC Championship,Calicut,India,False
1980-01-15,India S,Taiwan,0,0,AFC Championship,Calicut,India,False
1980-01-15,Hong Kong,Malaysia,2,1,AFC Championship,Calicut,India,True
1980-01-16,India S,India N,1,0,AFC Championship,Calicut,India,False
1980-01-16,Taiwan,Western Australia,2,0,AFC Championship,Calicut,India,True
1980-01-17,Taiwan,Hong Kong,3,0,AFC Championship,Calicut,India,True
1980-01-17,India N,Malaysia,0,3,AFC Championship,Calicut,India,False
1980-01-18,Hong Kong,Western Australia,1,0,AFC Championship,Calicut,India,True
1980-01-18,India S,Malaysia,0,0,AFC Championship,Calicut,India,False
1980-01-19,Taiwan,Western Australia,5,0,AFC Championship,Calicut,India,True
1980-01-19,India S,Hong Kong,3,1,AFC Championship,Calicut,India,False
1980-01-20,India S,Taiwan,0,2,AFC Championship,Calicut,India,False
1981-06-07,Hong Kong,Philippines,2,0,AFC Championship,Hong Kong,Hong Kong,False
1981-06-07,Taiwan,Japan,1,0,AFC Championship,Hong Kong,Hong Kong,True
1981-06-08,India,Singapore,5,0,AFC Championship,Hong Kong,Hong Kong,True
1981-06-08,Thailand,Indonesia,3,0,AFC Championship,Hong Kong,Hong Kong,True
1981-06-10,Hong Kong,Singapore,1,0,AFC Championship,Hong Kong,Hong Kong,False
1981-06-10,India,Philippines,8,0,AFC Championship,Hong Kong,Hong Kong,True
1981-06-11,Taiwan,Indonesia,10,0,AFC Championship,Hong Kong,Hong Kong,True
1981-06-11,Thailand,Japan,2,0,AFC Championship,Hong Kong,Hong Kong,True
1981-06-12,Hong Kong,India,0,0,AFC Championship,Hong Kong,Hong Kong,False
1981-06-12,Singapore,Philippines,4,1,AFC Championship,Hong Kong,Hong Kong,True
1981-06-13,Taiwan,Thailand,3,0,AFC Championship,Hong Kong,Hong Kong,True
1981-06-13,Japan,Indonesia,1,0,AFC Championship,Hong Kong,Hong Kong,True
1981-06-15,Thailand,India,1,0,AFC Championship,Hong Kong,Hong Kong,True
1981-06-15,Hong Kong,Taiwan,0,1,AFC Championship,Hong Kong,Hong Kong,False
1981-06-17,Hong Kong,India,0,2,AFC Championship,Hong Kong,Hong Kong,False
1981-06-17,Thailand,Taiwan,0,5,AFC Championship,Hong Kong,Hong Kong,True
1982-08-18,Finland,Sweden,0,6,UEFA Euro qualification,Vammala,Finland,False
1982-08-28,Norway,Iceland,2,2,UEFA Euro qualification,Tønsberg,Norway,False
1982-09-04,Northern Ireland,Scotland,1,2,UEFA Euro qualification,Belfast,Northern Ireland,False
1982-09-09,Iceland,Sweden,0,6,UEFA Euro qualification,Kópavogur,Iceland,False
1982-09-15,Finland,Norway,0,3,UEFA Euro qualification,Kotka,Finland,False
1982-09-19,England,Northern Ireland,7,1,UEFA Euro qualification,Crewe,England,False
1982-09-19,Scotland,Republic of Ireland,3,0,UEFA Euro qualification,Dunfermline,Scotland,False
1982-09-25,Belgium,Netherlands,3,2,UEFA Euro qualification,Brussels,Belgium,False
1982-09-29,Sweden,Norway,2,0,UEFA Euro qualification,Tyresö,Sweden,False
1982-10-02,Northern Ireland,Republic of Ireland,1,2,UEFA Euro qualification,Bangor,Northern Ireland,False
1982-10-03,Scotland,England,0,4,UEFA Euro qualification,Dumbarton,Scotland,False
1982-10-10,Switzerland,Portugal,2,0,UEFA Euro qualification,Solothurn,Switzerland,False
1982-10-13,Netherlands,Denmark,2,1,UEFA Euro qualification,Groningen,Netherlands,False
1982-10-30,France,Italy,1,0,UEFA Euro qualification,Valence,France,False
1982-11-06,Denmark,Belgium,1,0,UEFA Euro qualification,Tårnby,Denmark,False
1982-11-07,Republic of Ireland,England,0,1,UEFA Euro qualification,Dublin,Republic of Ireland,False
1982-11-14,Italy,Portugal,3,0,UEFA Euro qualification,Genoa,Italy,False
1982-12-04,Portugal,France,0,0,UEFA Euro qualification,Lisbon,Portugal,False
1983-02-12,France,Portugal,2,0,UEFA Euro qualification,Pauillac,France,False
1983-03-05,Germany,Belgium,1,1,UEFA Euro qualification,Bergisch Gladbach,Germany,False
1983-03-18,Republic of Ireland,Scotland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False
1983-03-19,Netherlands,Germany,2,2,UEFA Euro qualification,Venray,Netherlands,False
1983-04-03,Portugal,Switzerland,1,1,UEFA Euro qualification,Coimbra,Portugal,False
1983-04-10,Thailand,Malaysia,8,0,AFC Championship,Bangkok,Thailand,False
1983-04-10,India,Philippines,5,0,AFC Championship,Bangkok,Thailand,True
1983-04-10,Singapore,Hong Kong,2,0,AFC Championship,Bangkok,Thailand,True
1983-04-11,Thailand,Singapore,3,0,AFC Championship,Bangkok,Thailand,False
1983-04-11,India,Hong Kong,1,0,AFC Championship,Bangkok,Thailand,True
1983-04-11,Malaysia,Philippines,1,0,AFC Championship,Bangkok,Thailand,True
1983-04-12,Singapore,Philippines,5,0,AFC Championship,Bangkok,Thailand,True
1983-04-12,Thailand,Hong Kong,4,0,AFC Championship,Bangkok,Thailand,False
1983-04-12,India,Malaysia,3,0,AFC Championship,Bangkok,Thailand,True
1983-04-14,Singapore,Malaysia,5,1,AFC Championship,Bangkok,Thailand,True
1983-04-14,Philippines,Hong Kong,2,0,AFC Championship,Bangkok,Thailand,True
1983-04-14,Thailand,India,2,1,AFC Championship,Bangkok,Thailand,False
1983-04-15,Thailand,Philippines,5,0,AFC Championship,Bangkok,Thailand,False
1983-04-15,Malaysia,Hong Kong,5,0,AFC Championship,Bangkok,Thailand,True
1983-04-15,India,Singapore,1,0,AFC Championship,Bangkok,Thailand,True
1983-04-17,Scotland,Northern Ireland,3,0,UEFA Euro qualification,Glasgow,Scotland,False
1983-04-17,Malaysia,Singapore,0,0,AFC Championship,Bangkok,Thailand,True
1983-04-17,Thailand,India,3,0,AFC Championship,Bangkok,Thailand,False
1983-04-23,Netherlands,Belgium,5,0,UEFA Euro qualification,Oosterhout,Netherlands,False
1983-04-24,Italy,France,3,0,UEFA Euro qualification,Vicenza,Italy,False
1983-04-30,Germany,Denmark,1,1,UEFA Euro qualification,Delmenhorst,Germany,False
1983-05-07,France,Switzerland,1,1,UEFA Euro qualification,Meaux,France,False
1983-05-14,Northern Ireland,England,0,4,UEFA Euro qualification,Belfast,Northern Ireland,False
1983-05-22,England,Scotland,2,0,UEFA Euro qualification,Leeds,England,False
1983-05-23,Switzerland,Italy,0,2,UEFA Euro qualification,Lugano,Switzerland,False
1983-06-08,Sweden,Finland,5,0,UEFA Euro qualification,Sollefteå,Sweden,False
1983-06-24,Portugal,Italy,0,2,UEFA Euro qualification,Porto,Portugal,False
1983-07-30,Iceland,Norway,0,1,UEFA Euro qualification,Kópavogur,Iceland,False
1983-08-18,Norway,Finland,3,0,UEFA Euro qualification,Lillestrøm,Norway,False
1983-08-19,Belgium,Denmark,2,2,UEFA Euro qualification,Brussels,Belgium,False
1983-08-21,Iceland,Finland,0,2,UEFA Euro qualification,Kópavogur,Iceland,False
1983-08-24,Sweden,Iceland,5,0,UEFA Euro qualification,Ronneby,Sweden,False
1983-08-27,Finland,Iceland,3,0,UEFA Euro qualification,Porvoo,Finland,False
1983-09-11,England,Republic of Ireland,6,0,UEFA Euro qualification,Reading,England,False
1983-09-17,Italy,Switzerland,2,0,UEFA Euro qualification,Rome,Italy,False
1983-09-24,Norway,Sweden,1,2,UEFA Euro qualification,Elverum,Norway,False
1983-09-24,Denmark,Germany,1,0,UEFA Euro qualification,Sønderborg,Denmark,False
1983-10-08,Germany,Netherlands,1,1,UEFA Euro qualification,Siegen,Germany,False
1983-10-22,Belgium,Germany,1,1,UEFA Euro qualification,Brussels,Belgium,False
1983-10-23,Republic of Ireland,Northern Ireland,3,2,UEFA Euro qualification,Dublin,Republic of Ireland,False
1983-10-29,Switzerland,France,0,0,UEFA Euro qualification,Burgdorf,Switzerland,False
1983-10-29,Denmark,Netherlands,2,0,UEFA Euro qualification,Sønderborg,Denmark,False
1983-11-28,New Caledonia,Fiji,2,0,OFC Championship,Nouméa,New Caledonia,False
1983-11-28,New Zealand,Australia,0,0,OFC Championship,Nouméa,New Caledonia,True
1983-11-30,New Caledonia,Australia,0,5,OFC Championship,Nouméa,New Caledonia,False
1983-11-30,New Zealand,Fiji,15,1,OFC Championship,Nouméa,New Caledonia,True
1983-12-02,Australia,Fiji,13,0,OFC Championship,Nouméa,New Caledonia,True
1983-12-02,New Caledonia,New Zealand,0,6,OFC Championship,Nouméa,New Caledonia,False
1983-12-04,New Zealand,Australia,3,2,OFC Championship,Nouméa,New Caledonia,True
1984-04-08,England,Denmark,2,1,UEFA Euro,Crewe,England,False
1984-04-08,Italy,Sweden,2,3,UEFA Euro,Rome,Italy,False
1984-04-28,Denmark,England,0,1,UEFA Euro,Hjørring,Denmark,False
1984-04-28,Sweden,Italy,2,1,UEFA Euro,Linköping,Sweden,False
1984-05-12,Sweden,England,1,0,UEFA Euro,Gothenburg,Sweden,False
1984-05-27,England,Sweden,1,0,UEFA Euro,Luton,England,False
1984-09-26,Finland,Norway,0,0,UEFA Euro qualification,Tuusula,Finland,False
1984-10-03,Germany,Finland,1,0,UEFA Euro qualification,Lüdenscheid,Germany,False
1984-10-24,Denmark,Finland,1,1,UEFA Euro qualification,Odense,Denmark,False
1985-03-16,Netherlands,France,1,0,UEFA Euro qualification,Leeuwarden,Netherlands,False
1985-03-17,England,Scotland,4,0,UEFA Euro qualification,England,England,False
1985-04-27,Hungary,Spain,1,0,UEFA Euro qualification,Hungary,Hungary,False
1985-05-01,Denmark,Germany,3,0,UEFA Euro qualification,Sønderborg,Denmark,False
1985-05-04,Belgium,France,3,1,UEFA Euro qualification,Zaventem,Belgium,False
1985-05-05,Republic of Ireland,Northern Ireland,1,0,UEFA Euro qualification,Republic of Ireland,Republic of Ireland,False
1985-05-11,Finland,Denmark,0,2,UEFA Euro qualification,Kotka,Finland,False
1985-05-25,Northern Ireland,England,1,7,UEFA Euro qualification,Northern Ireland,Northern Ireland,False
1985-05-25,France,Sweden,0,4,UEFA Euro qualification,Pauillac,France,False
1985-05-25,Hungary,Italy,2,3,UEFA Euro qualification,Gyöngyös,Hungary,False
1985-06-02,Scotland,Republic of Ireland,2,1,UEFA Euro qualification,Scotland,Scotland,False
1985-06-11,Sweden,Netherlands,2,0,UEFA Euro qualification,Helsingborg,Sweden,False
1985-06-25,Spain,Switzerland,0,2,UEFA Euro qualification,Cuenca,Spain,False
1985-09-07,Germany,Norway,2,3,UEFA Euro qualification,Lüneburg,Germany,False
1985-09-14,Italy,Switzerland,3,0,UEFA Euro qualification,Padova,Italy,False
1985-09-22,Republic of Ireland,England,0,6,UEFA Euro qualification,Cork,Republic of Ireland,False
1985-09-28,Belgium,Netherlands,1,3,UEFA Euro qualification,Zaventem,Belgium,False
1985-10-02,Norway,Denmark,2,2,UEFA Euro qualification,Oslo,Norway,False
1985-10-05,Finland,Germany,1,0,UEFA Euro qualification,Turku,Finland,False
1985-10-09,Sweden,Belgium,5,0,UEFA Euro qualification,Jönköping,Sweden,False
1985-10-12,Switzerland,Hungary,1,2,UEFA Euro qualification,Renens,Switzerland,False
1985-10-26,France,Netherlands,3,5,UEFA Euro qualification,Cambrai,France,False
1985-11-03,Spain,Italy,2,3,UEFA Euro qualification,Palma,Spain,False
1985-11-23,Northern Ireland,Scotland,1,9,UEFA Euro qualification,Northern Ireland,Northern Ireland,False
1986-03-15,France,Belgium,3,1,UEFA Euro qualification,Niederbronn,France,False
1986-03-16,England,Northern Ireland,10,0,UEFA Euro qualification,England,England,False
1986-03-29,New Zealand,Australia,0,1,OFC Championship,Christchurch,New Zealand,False
1986-03-31,Taiwan,Australia,1,0,OFC Championship,Christchurch,New Zealand,True
1986-04-02,New Zealand,Taiwan,1,2,OFC Championship,Christchurch,New Zealand,False
1986-04-04,Taiwan,Australia,4,1,OFC Championship,Christchurch,New Zealand,True
1986-04-05,Spain,Hungary,1,2,UEFA Euro qualification,Spain,Spain,False
1986-04-27,England,Republic of Ireland,4,0,UEFA Euro qualification,Reading,England,False
1986-05-03,Italy,Hungary,1,0,UEFA Euro qualification,Potenza,Italy,False
1986-05-17,Sweden,France,1,0,UEFA Euro qualification,Karlskoga,Sweden,False
1986-05-19,Norway,Germany,0,0,UEFA Euro qualification,Oslo,Norway,False
1986-05-25,Scotland,Northern Ireland,7,0,UEFA Euro qualification,Scotland,Scotland,False
1986-06-10,Switzerland,Spain,0,3,UEFA Euro qualification,Solothurn,Switzerland,False
1986-08-30,Northern Ireland,Republic of Ireland,0,1,UEFA Euro qualification,Northern Ireland,Northern Ireland,False
1986-09-10,Denmark,Norway,2,5,UEFA Euro qualification,Vejle,Denmark,False
1986-09-20,Netherlands,Belgium,3,0,UEFA Euro qualification,Oosterhout,Netherlands,False
1986-09-28,Republic of Ireland,Scotland,1,5,UEFA Euro qualification,Republic of Ireland,Republic of Ireland,False
1986-10-01,Belgium,Sweden,1,2,UEFA Euro qualification,Aalst,Belgium,False
1986-10-04,Germany,Denmark,2,0,UEFA Euro qualification,Bergisch Gladbach,Germany,False
1986-10-04,Norway,Finland,2,0,UEFA Euro qualification,Oslo,Norway,False
1986-10-11,Hungary,Switzerland,1,1,UEFA Euro qualification,Eger,Hungary,False
1986-10-11,Italy,Spain,1,1,UEFA Euro qualification,Modena,Italy,False
1986-10-12,Scotland,England,1,3,UEFA Euro qualification,Scotland,Scotland,False
1986-10-18,Netherlands,Sweden,2,0,UEFA Euro qualification,Hoogeveen,Netherlands,False
1986-11-01,Switzerland,Italy,1,2,UEFA Euro qualification,Basel,Switzerland,False
1986-12-14,China PR,Japan,2,0,AFC Championship,Hong Kong,Hong Kong,True
1986-12-14,Hong Kong,Nepal,1,0,AFC Championship,Hong Kong,Hong Kong,False
1986-12-15,Thailand,Indonesia,4,0,AFC Championship,Hong Kong,Hong Kong,True
1986-12-16,China PR,Malaysia,10,0,AFC Championship,Hong Kong,Hong Kong,True
1986-12-17,Thailand,Nepal,5,0,AFC Championship,Hong Kong,Hong Kong,True
1986-12-17,Hong Kong,Indonesia,0,1,AFC Championship,Hong Kong,Hong Kong,False
1986-12-18,Japan,Malaysia,10,0,AFC Championship,Hong Kong,Hong Kong,True
1986-12-19,Indonesia,Nepal,6,0,AFC Championship,Hong Kong,Hong Kong,True
1986-12-19,Hong Kong,Thailand,0,2,AFC Championship,Hong Kong,Hong Kong,False
1986-12-21,China PR,Indonesia,9,0,AFC Championship,Hong Kong,Hong Kong,True
1986-12-21,Thailand,Japan,0,4,AFC Championship,Hong Kong,Hong Kong,True
1986-12-23,Thailand,Indonesia,3,1,AFC Championship,Hong Kong,Hong Kong,True
1986-12-23,China PR,Japan,2,0,AFC Championship,Hong Kong,Hong Kong,True
1987-06-11,Norway,Italy,2,0,UEFA Euro,Oslo,Norway,False
1987-06-11,Sweden,England,3,2,UEFA Euro,Moss,Norway,True
1987-06-13,Italy,England,2,1,UEFA Euro,Drammen,Norway,True
1987-06-14,Norway,Sweden,2,1,UEFA Euro,Oslo,Norway,False
1987-09-10,Finland,Norway,3,3,UEFA Euro qualification,Kerava,Finland,False
1987-09-30,Sweden,Netherlands,0,0,UEFA Euro qualification,Linköping,Sweden,False
1987-10-07,Norway,Denmark,0,1,UEFA Euro qualification,Oslo,Norway,False
1987-10-07,Hungary,Germany,0,1,UEFA Euro qualification,Budapest,Hungary,False
1987-10-11,Bulgaria,Spain,1,1,UEFA Euro qualification,Sofia,Bulgaria,False
1987-10-18,Belgium,Czechoslovakia,1,1,UEFA Euro qualification,Aalst,Belgium,False
1987-10-24,Belgium,France,0,2,UEFA Euro qualification,Mouscron,Belgium,False
1987-10-25,Finland,England,1,2,UEFA Euro qualification,Finland,Finland,False
1987-11-07,Netherlands,Scotland,4,0,UEFA Euro qualification,Nuth,Netherlands,False
1987-11-08,England,Denmark,2,1,UEFA Euro qualification,Blackburn,England,False
1987-11-08,Czechoslovakia,Spain,1,0,UEFA Euro qualification,Czechoslovakia,Czechoslovakia,False
1987-11-14,Hungary,Switzerland,7,1,UEFA Euro qualification,Szolnok,Hungary,False
1987-11-15,Germany,Italy,3,0,UEFA Euro qualification,Burghausen,Germany,False
1987-11-21,France,Bulgaria,5,0,UEFA Euro qualification,Lucé,France,False
1987-11-29,Republic of Ireland,Netherlands,0,1,UEFA Euro qualification,Dublin,Republic of Ireland,False
1987-12-19,Spain,Belgium,1,0,UEFA Euro qualification,Aranjuez,Spain,False
1988-03-06,Spain,France,1,3,UEFA Euro qualification,Palma del Río,Spain,False
1988-03-12,Netherlands,Republic of Ireland,2,0,UEFA Euro qualification,Delft,Netherlands,False
1988-03-20,Spain,Bulgaria,1,0,UEFA Euro qualification,Torrent,Spain,False
1988-04-02,Italy,Germany,0,0,UEFA Euro qualification,Andria,Italy,False
1988-04-02,Czechoslovakia,Belgium,0,0,UEFA Euro qualification,Hodonín,Czechoslovakia,False
1988-04-03,Republic of Ireland,Scotland,2,1,UEFA Euro qualification,Dublin,Republic of Ireland,False
1988-04-09,Bulgaria,Belgium,0,0,UEFA Euro qualification,Sofia,Bulgaria,False
1988-04-24,France,Spain,0,0,UEFA Euro qualification,Castelsarrasin,France,False
1988-04-24,Bulgaria,Czechoslovakia,0,1,UEFA Euro qualification,Stanke Dimitrov,Bulgaria,False
1988-04-30,Italy,Hungary,5,1,UEFA Euro qualification,San Benedetto del Tronto,Italy,False
1988-05-07,Republic of Ireland,Sweden,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False
1988-05-07,France,Czechoslovakia,2,2,UEFA Euro qualification,Thonon,France,False
1988-05-08,Denmark,England,2,0,UEFA Euro qualification,Herning,Denmark,False
1988-05-14,Germany,Switzerland,0,0,UEFA Euro qualification,Pforzheim,Germany,False
1988-05-14,Spain,Czechoslovakia,0,2,UEFA Euro qualification,Figueres,Spain,False
1988-05-22,France,Belgium,0,0,UEFA Euro qualification,Loison-sous-Lens,France,False
1988-05-26,Norway,Finland,0,2,UEFA Euro qualification,Nesbyen,Norway,False
1988-05-28,Denmark,Finland,3,1,UEFA Euro qualification,Copenhagen,Denmark,False
1988-06-11,Switzerland,Hungary,3,0,UEFA Euro qualification,Zürich,Switzerland,False
1988-06-18,Italy,Switzerland,5,0,UEFA Euro qualification,Levanto,Italy,False
1988-08-21,Norway,England,2,0,UEFA Euro qualification,Klepp,Norway,False
1988-08-24,Finland,Denmark,1,2,UEFA Euro qualification,Vantaa,Finland,False
1988-09-04,England,Finland,1,1,UEFA Euro qualification,England,England,False
1988-09-04,Denmark,Norway,3,2,UEFA Euro qualification,Aalborg,Denmark,False
1988-09-17,Switzerland,Germany,0,10,UEFA Euro qualification,Binningen,Switzerland,False
1988-09-18,England,Norway,1,3,UEFA Euro qualification,Blackburn,England,False
1988-09-18,Sweden,Republic of Ireland,4,0,UEFA Euro qualification,Mariestad,Sweden,False
1988-10-01,Netherlands,Sweden,1,0,UEFA Euro qualification,Valkenswaard,Netherlands,False
1988-10-01,Belgium,Bulgaria,5,0,UEFA Euro qualification,Tienen,Belgium,False
1988-10-08,Hungary,Italy,0,0,UEFA Euro qualification,Baja,Hungary,False
1988-10-08,Czechoslovakia,France,0,0,UEFA Euro qualification,Frýdek-Místek,Czechoslovakia,False
1988-10-15,Denmark,Sweden,1,5,UEFA Euro qualification,Odense,Denmark,False
1988-10-22,Norway,Netherlands,2,1,UEFA Euro qualification,Horten,Norway,False
1988-10-23,Czechoslovakia,Bulgaria,3,0,UEFA Euro qualification,Czechoslovakia,Czechoslovakia,False
1988-10-26,Sweden,Denmark,1,1,UEFA Euro qualification,Borås,Sweden,False
1988-10-29,Belgium,Spain,1,0,UEFA Euro qualification,Antwerp,Belgium,False
1988-10-30,Switzerland,Italy,0,6,UEFA Euro qualification,Caslano,Switzerland,False
1988-10-30,Germany,Hungary,4,0,UEFA Euro qualification,Passau,Germany,False
1988-11-05,Netherlands,Norway,0,3,UEFA Euro qualification,Rijsoord,Netherlands,False
1988-11-06,Bulgaria,France,0,2,UEFA Euro qualification,Sofia,Bulgaria,False
1988-11-26,Czechoslovakia,Germany,1,1,UEFA Euro qualification,Bratislava,Czechoslovakia,False
1988-11-27,Italy,France,2,0,UEFA Euro qualification,Reggio Emilia,Italy,False
1988-12-11,France,Italy,1,2,UEFA Euro qualification,Vallauris,France,False
1988-12-17,Germany,Czechoslovakia,2,0,UEFA Euro qualification,Kaiserslautern,Germany,False
1989-03-26,Australia,New Zealand,0,2,OFC Championship,Brisbane,Australia,False
1989-03-27,Taiwan,Papua New Guinea,6,1,OFC Championship,Brisbane,Australia,True
1989-03-28,New Zealand,Taiwan,1,0,OFC Championship,Brisbane,Australia,True
1989-03-28,Australia,Papua New Guinea,6,0,OFC Championship,Brisbane,Australia,False
1989-03-30,New Zealand,Papua New Guinea,5,0,OFC Championship,Brisbane,Australia,True
1989-03-31,Australia,Taiwan,1,4,OFC Championship,Brisbane,Australia,False
1989-04-01,Taiwan,New Zealand,1,0,OFC Championship,Brisbane,Australia,True
1989-06-28,Germany,Italy,1,1,UEFA Euro,Siegen,Germany,False
1989-06-28,Sweden,Norway,1,2,UEFA Euro,Lüdenscheid,Germany,True
1989-06-30,Sweden,Italy,2,1,UEFA Euro,Osnabrück,Germany,True
1989-07-02,Germany,Norway,4,1,UEFA Euro,Osnabrück,Germany,False
1989-09-09,Finland,Norway,0,1,UEFA Euro qualification,Varkaus,Finland,False
1989-10-01,England,Finland,0,0,UEFA Euro qualification,Brentford,England,False
1989-10-01,Germany,Hungary,0,0,UEFA Euro qualification,Straubing,Germany,False
1989-10-14,Czechoslovakia,Bulgaria,2,0,UEFA Euro qualification,Czechoslovakia,Czechoslovakia,False
1989-10-14,Switzerland,Denmark,0,4,UEFA Euro qualification,Bern,Switzerland,False
1989-10-15,Poland,France,1,3,UEFA Euro qualification,Knurów,Poland,False
1989-10-15,Norway,Belgium,4,0,UEFA Euro qualification,Kongsvinger,Norway,False
1989-10-22,Sweden,Poland,4,1,UEFA Euro qualification,Helsingborg,Sweden,False
1989-10-28,Bulgaria,Hungary,0,3,UEFA Euro qualification,Bulgaria,Bulgaria,False
1989-11-04,Spain,Switzerland,0,0,UEFA Euro qualification,Benicàssim,Spain,False
1989-11-18,Netherlands,Republic of Ireland,2,0,UEFA Euro qualification,Koog aan de Zaan,Netherlands,False
1989-11-22,Germany,Czechoslovakia,5,0,UEFA Euro qualification,Marburg,Germany,False
1989-11-25,Spain,Denmark,1,3,UEFA Euro qualification,Antequera,Spain,False
1989-12-02,Italy,Switzerland,4,1,UEFA Euro qualification,Reggio Emilia,Italy,False
1989-12-09,Northern Ireland,Republic of Ireland,1,2,UEFA Euro qualification,Bangor,Northern Ireland,False
1989-12-18,China PR,Taiwan,1,0,AFC Championship,Hong Kong,Hong Kong,True
1989-12-18,Hong Kong,Nepal,3,0,AFC Championship,Hong Kong,Hong Kong,False
1989-12-19,Japan,Indonesia,11,0,AFC Championship,Hong Kong,Hong Kong,True
1989-12-21,China PR,North Korea,4,1,AFC Championship,Hong Kong,Hong Kong,True
1989-12-21,Taiwan,Thailand,5,0,AFC Championship,Hong Kong,Hong Kong,True
1989-12-22,Indonesia,Nepal,8,0,AFC Championship,Hong Kong,Hong Kong,True
1989-12-22,Hong Kong,Japan,0,3,AFC Championship,Hong Kong,Hong Kong,False
1989-12-23,China PR,Thailand,3,1,AFC Championship,Hong Kong,Hong Kong,True
1989-12-23,Taiwan,North Korea,3,1,AFC Championship,Hong Kong,Hong Kong,True
1989-12-24,North Korea,Thailand,4,0,AFC Championship,Hong Kong,Hong Kong,True
1989-12-24,Japan,Nepal,14,0,AFC Championship,Hong Kong,Hong Kong,True
1989-12-24,Hong Kong,Indonesia,0,0,AFC Championship,Hong Kong,Hong Kong,False
1989-12-26,Hong Kong,China PR,0,7,AFC Championship,Hong Kong,Hong Kong,False
1989-12-26,Japan,Taiwan,0,1,AFC Championship,Hong Kong,Hong Kong,True
1989-12-29,Hong Kong,Japan,0,9,AFC Championship,Hong Kong,Hong Kong,False
1989-12-29,China PR,Taiwan,1,0,AFC Championship,Hong Kong,Hong Kong,True
1990-02-10,Italy,Spain,3,1,UEFA Euro qualification,Portici,Italy,False
